Date,Solar,Wind,Nuclear
2019-01-01 01:00:00,0.0,0.4223380791644725,0.7822532170682731
2019-01-01 02:00:00,0.0,0.4168722713416418,0.7820882738955823
2019-01-01 03:00:00,0.0,0.4040124866889006,0.7820610124497992
2019-01-01 04:00:00,0.0,0.39403180021648815,0.7819348722891566
2019-01-01 05:00:00,0.0,0.38867391267333684,0.7819132757028112
2019-01-01 06:00:00,0.0,0.3617978995377684,0.7818839871485944
2019-01-01 07:00:00,0.0,0.33326741910947283,0.7816912361445784
2019-01-01 08:00:00,0.00014499989273838892,0.30471904139605643,0.781548815060241
2019-01-01 09:00:00,0.004255911187386035,0.27784043288865484,0.7818317508032129
2019-01-01 10:00:00,0.011119437198326719,0.23939670516646186,0.7817965054216868
2019-01-01 11:00:00,0.020429258929529123,0.2048972990170265,0.7814242821285141
2019-01-01 12:00:00,0.028793841145554003,0.17955537118951495,0.7816414226907631
2019-01-01 13:00:00,0.03285427544781722,0.1612214916330232,0.7816050674698795
2019-01-01 14:00:00,0.02565401029711466,0.14776271999882978,0.781576366064257
2019-01-01 15:00:00,0.01944423683363724,0.13467610812708444,0.7815785054216867
2019-01-01 16:00:00,0.011173517108226965,0.11547079249312504,0.7816205837349398
2019-01-01 17:00:00,0.004801806607315242,0.10228269638991283,0.7816388301204819
2019-01-01 18:00:00,0.00071253963316529,0.09515000125797203,0.7816589353413654
2019-01-01 19:00:00,0.0,0.08582280241062548,0.7815337710843373
2019-01-01 20:00:00,0.0,0.08132399388567081,0.7815801062248996
2019-01-01 21:00:00,0.0,0.08137179395588322,0.7815099847389558
2019-01-01 22:00:00,0.0,0.07755434488912294,0.7815586592369478
2019-01-01 23:00:00,0.0,0.07096830404891463,0.7813531897590361
2019-01-01 00:00:00,0.0,0.0730941548475806,0.7814316114457832
2019-01-02 01:00:00,0.0,0.07021895494704815,0.7813003957831325
2019-01-02 02:00:00,0.0,0.07408984649815693,0.7813200098393576
2019-01-02 03:00:00,0.0,0.08490152940143936,0.7812800060240964
2019-01-02 04:00:00,0.0,0.09716560950207712,0.7812643504016065
2019-01-02 05:00:00,0.0,0.10223551863553917,0.7813607313253011
2019-01-02 06:00:00,0.0,0.09575083748756656,0.7812934086345381
2019-01-02 07:00:00,0.0,0.07981859706863262,0.7811309353413655
2019-01-02 08:00:00,0.0,0.06923879375109707,0.7811733823293173
2019-01-02 09:00:00,0.0011309830526654511,0.05965550298402668,0.7812515307228916
2019-01-02 10:00:00,0.0058389515177517965,0.05944583403545726,0.7821296598393574
2019-01-02 11:00:00,0.013474900353963317,0.04891709481598502,0.7821578530120482
2019-01-02 12:00:00,0.01474745843612571,0.03297946401614885,0.7819805279116466
2019-01-02 13:00:00,0.017400717794701277,0.03938305248376338,0.7820266797188755
2019-01-02 14:00:00,0.02198975919768315,0.03746554394125563,0.7819544853413655
2019-01-02 15:00:00,0.017501221066180413,0.05017696635656193,0.781878219879518
2019-01-02 16:00:00,0.01151848632414459,0.05943721988180914,0.7818954445783132
2019-01-02 17:00:00,0.005629981336479674,0.05257147835117898,0.7815132913654618
2019-01-02 18:00:00,0.0008832048696771425,0.04512440509624949,0.7817577108433735
2019-01-02 19:00:00,0.0,0.034868559183195834,0.7819258738955823
2019-01-02 20:00:00,0.0,0.02190139517874905,0.7820287445783132
2019-01-02 21:00:00,0.0,0.01836113144344977,0.7820710030120482
2019-01-02 22:00:00,0.0,0.025408214732900357,0.7820727309236948
2019-01-02 23:00:00,0.0,0.025140628371657595,0.7817157208835341
2019-01-02 00:00:00,0.0,0.02190182280147446,0.7819448748995984
2019-01-03 01:00:00,0.0,0.03459456959803406,0.781954863253012
2019-01-03 02:00:00,0.0,0.05330571882862325,0.7819041050200803
2019-01-03 03:00:00,0.0,0.07380273518225966,0.7817173945783132
2019-01-03 04:00:00,0.0,0.0943616277572992,0.7817599720883533
2019-01-03 05:00:00,0.0,0.0961448689076122,0.7820993849397591
2019-01-03 06:00:00,0.0,0.10585957199695746,0.7821425222891567
2019-01-03 07:00:00,0.0,0.10931963199929788,0.7822342146586345
2019-01-03 08:00:00,7.40904215381315e-05,0.1144211984085191,0.7825915331325302
2019-01-03 09:00:00,0.03177255443526762,0.11815154206892517,0.7833450337349398
2019-01-03 10:00:00,0.10732455186098895,0.10981796208530806,0.783035392369478
2019-01-03 11:00:00,0.12409961471629305,0.13414049771809725,0.7822932194779116
2019-01-03 12:00:00,0.1271461375093854,0.1587440286408051,0.7823276893574297
2019-01-03 13:00:00,0.12535857020272445,0.18307099985372416,0.7821997941767068
2019-01-03 14:00:00,0.12450624637992061,0.20418417877830436,0.7822741895582329
2019-01-03 15:00:00,0.12766354092030463,0.23649459110057927,0.7822389210843373
2019-01-03 16:00:00,0.1262769641746219,0.22166167497513312,0.7823436640562249
2019-01-03 17:00:00,0.09395504097393544,0.17573783453279504,0.7835304945783133
2019-01-03 18:00:00,0.018233527834388075,0.13299670545901351,0.7836277198795181
2019-01-03 19:00:00,0.0,0.12053620583933065,0.7824720315261045
2019-01-03 20:00:00,0.0,0.15138229585746885,0.7822728708835341
2019-01-03 21:00:00,0.0,0.17077908074425135,0.7823357361445783
2019-01-03 22:00:00,0.0,0.16784059543034346,0.7823735301204819
2019-01-03 23:00:00,0.0,0.15447446852144406,0.7826341989959839
2019-01-03 00:00:00,0.0,0.17690680103563278,0.7839376052208835
2019-01-04 01:00:00,0.0,0.22249513469077292,0.7844157359437751
2019-01-04 02:00:00,0.0,0.2623483943303493,0.782648625502008
