BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.472179232985839e8,622467.7579626966,-735683.3576291088,0.0,0.0,0.0,7441.526702664116,0.0,0.0,-3.474964293176601e8
t1,39612.131429999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39624.86103
t2,39000.862,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39013.5448
t3,38553.90592999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38566.54193
t4,38475.70251,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38488.33851
t5,38800.24636,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38812.83556
t6,39647.91357,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39660.45597
t7,40485.94333652958,0.0,-0.44188652957967384,0.0,0.0,0.0,0.0,0.0,0.0,-40498.04385
t8,41020.51402999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41033.00963
t9,41628.32855960695,0.0,-0.12625960695676558,0.0,0.0,0.0,0.0,0.0,0.0,-41640.6511
t10,42956.77607999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42969.22488
t11,43876.96152203311,176.9607479668773,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44066.32427
t12,44239.21969055699,410.33690944299997,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44661.9118
t13,44177.12032067499,446.8380593249967,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44636.31358
t14,44091.76478456199,17.647575438000786,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44121.72076
t15,43516.824039999985,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43529.08564
t16,43148.61857999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43160.88018
t17,43449.90084999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43462.11565
t18,44303.57686650399,684.7618134959994,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45000.50668
t19,45039.57265999999,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45777.74066
