BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.7808849910468824e7,69204.37410466166,-81793.87457709834,0.0,0.0,0.0,0.0,0.0,0.0,-3.788617907243e7
t1,30890.618639363456,0.0,-18.054752163462762,0.0,0.0,0.0,0.0,0.0,0.0,-30886.27324
t2,30054.68463,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-29328.68463
t3,29060.54227,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-28334.54227
t4,28651.21775,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-27925.21775
t5,28526.14974,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-27800.14974
t6,28743.821347866004,0.0,-234.6139894659991,0.0,0.0,0.0,0.0,0.0,0.0,-28524.22682
t7,30135.982630799994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30151.28283
t8,33139.1089928,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33154.64314
t9,34515.4674152,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34531.2823
t10,34986.238237599995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35002.33386
t11,35397.3847996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35413.71437
t12,35724.384882,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35740.99519
t13,36106.311583999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36123.15584
t14,36423.02077640001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36440.14577
t15,36643.6021488,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36661.00788
t16,36903.7689208,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36921.4086
t17,36557.2061632,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37301.12658
t18,37278.3474842041,362.66728099589244,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37659.16913
t19,37553.325680152004,130.31089744800192,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37702.07168
t20,37668.01796,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38412.7338
